2087,41327.000000
2117,41322.000000
2272,41298.000000
2525,41272.000000
2540,41132.000000
2546,40998.000000
2553,40677.000000
2561,40038.000000
2574,39102.000000
2584,37984.000000
2598,37202.000000
2606,36211.000000
2613,35197.000000
2622,34206.000000
2633,33582.000000
2641,33000.000000
2652,32366.000000
2661,31705.000000
2671,31084.000000
2680,30531.000000
2704,29880.000000
2715,29405.000000
2725,28259.000000
2758,28194.000000
2777,27790.000000
2789,27384.000000
2829,26429.000000
2842,25859.000000
2871,24888.000000
2882,24454.000000
2894,23800.000000
2921,23274.000000
2936,22872.000000
2966,22275.000000
2981,21923.000000
3014,20745.000000
3047,20700.000000
3066,20465.000000
3080,20089.000000
3113,19583.000000
3153,19443.000000
3180,19110.000000
3192,18044.000000
3206,17867.000000
3252,17519.000000
3266,17387.000000
3294,17006.000000
3310,16638.000000
3344,16507.000000
3389,16465.000000
3420,16281.000000
3441,15947.000000
3458,15802.000000
3499,15514.000000
3517,15413.000000
3552,15194.000000
3597,14820.000000
3635,14760.000000
3688,14566.000000
3707,14507.000000
3750,14314.000000
3787,14163.000000
3805,14093.000000
3864,13986.000000
3903,13873.000000
3952,13648.000000
3974,13616.000000
4022,13465.000000
4043,13288.000000
4066,13142.000000
4106,13011.000000
4142,12959.000000
4214,12816.000000
4239,12748.000000
4293,12552.000000
4325,12498.000000
4370,12381.000000
4438,12292.000000
4475,12226.000000
4525,12124.000000
4641,12082.000000
4683,12018.000000
4742,11916.000000
4796,11906.000000
4845,11869.000000
4903,11794.000000
4954,11727.000000
5024,11612.000000
5088,11554.000000
5154,11512.000000
5224,11457.000000
5286,11411.000000
5350,11345.000000
5402,11241.000000
5465,11186.000000
5532,11103.000000
5598,11055.000000
5654,10933.000000
5720,10859.000000
5776,10820.000000
5846,10786.000000
5919,10768.000000
5980,10739.000000
6060,10704.000000
6124,10659.000000
6244,10605.000000
6320,10566.000000
6383,10501.000000
6453,10474.000000
6514,10424.000000
6600,10347.000000
6686,10329.000000
6860,10303.000000
6966,10284.000000
7052,10264.000000
7163,10236.000000
7332,10175.000000
7425,10156.000000
7513,10101.000000
7622,10005.000000
7722,9936.0000000
7882,9918.0000000
8003,9807.0000000
8050,9717.0000000
8198,9640.0000000
8312,9555.0000000
8410,9514.0000000
8566,9477.0000000
8729,9427.0000000
8861,9414.0000000
8987,9375.0000000
9153,9352.0000000
9369,9341.0000000
9523,9327.0000000
9661,9307.0000000
10000,9287.0000000
10165,9279.0000000
10386,9274.0000000
10500,9268.0000000
10663,9252.0000000
10872,9246.0000000
11057,9238.0000000
11213,9226.0000000
11397,9195.0000000
11693,9188.0000000
11899,9172.0000000
12085,9156.0000000
12315,9129.0000000
12451,9112.0000000
12701,9109.0000000
13121,9099.0000000
13335,9094.0000000
13550,9085.0000000
13941,9077.0000000
14176,9073.0000000
14608,9063.0000000
14810,9052.0000000
15034,9047.0000000
15606,9027.0000000
15857,9008.0000000
16106,8988.0000000
16466,8979.0000000
17401,8974.0000000
17721,8964.0000000
18024,8954.0000000
18350,8945.0000000
18679,8933.0000000
19887,8928.0000000
20197,8921.0000000
20485,8912.0000000
21728,8904.0000000
22124,8898.0000000
22448,8860.0000000
22820,8824.0000000
23175,8800.0000000
24590,8787.0000000
24992,8758.0000000
25722,8573.0000000
26596,8500.0000000
27064,8411.0000000
27302,8284.0000000
28386,8199.0000000
28621,8154.0000000
29137,8101.0000000
29676,8025.0000000
31391,7976.0000000
31922,7897.0000000
32483,7860.0000000
33882,7805.0000000
34422,7768.0000000
34990,7726.0000000
36746,7675.0000000
37298,7620.0000000
37768,7558.0000000
39768,7506.0000000
40348,7474.0000000
40959,7408.0000000
41506,7358.0000000
42124,7333.0000000
44051,7303.0000000
44703,7283.0000000
45268,7259.0000000
47515,7229.0000000
48132,7202.0000000
48782,7183.0000000
49401,7169.0000000
50081,7158.0000000
52542,7144.0000000
53161,7138.0000000
53758,7129.0000000
56224,7124.0000000
56916,7121.0000000
57525,7114.0000000
58253,7100.0000000
58979,7081.0000000
61330,7070.0000000
62087,7002.0000000
62844,6988.0000000
64921,6966.0000000
65561,6947.0000000
66286,6931.0000000
68621,6902.0000000
69427,6895.0000000
