5946,10806.000000
6000,10802.000000
6389,10783.000000
6399,10732.000000
6406,10731.000000
6540,10721.000000
6547,10719.000000
6552,10695.000000
6558,10638.000000
6565,10223.000000
6571,9713.0000000
6577,9250.0000000
6583,8656.0000000
6590,7857.0000000
6597,7316.0000000
6603,6873.0000000
6610,6445.0000000
6616,6086.0000000
6622,5825.0000000
6627,5597.0000000
6635,5243.0000000
6640,5073.0000000
6646,4885.0000000
6652,4837.0000000
6659,4755.0000000
6667,4707.0000000
6672,4683.0000000
6678,4664.0000000
6688,4611.0000000
6697,4581.0000000
6703,4567.0000000
6709,4542.0000000
6715,4528.0000000
6721,4517.0000000
6727,4498.0000000
6733,4478.0000000
6739,4458.0000000
6746,4431.0000000
6753,4418.0000000
6760,4402.0000000
6766,4390.0000000
6774,4379.0000000
6782,4365.0000000
6789,4354.0000000
6797,4344.0000000
6806,4331.0000000
6814,4322.0000000
6825,4310.0000000
6837,4303.0000000
6849,4288.0000000
6861,4278.0000000
6875,4270.0000000
6887,4260.0000000
6901,4252.0000000
6916,4241.0000000
6929,4235.0000000
6945,4227.0000000
6958,4220.0000000
6974,4213.0000000
6992,4205.0000000
7010,4197.0000000
7111,4187.0000000
7125,4180.0000000
7144,4169.0000000
7162,4163.0000000
7181,4153.0000000
7199,4148.0000000
7216,4142.0000000
7337,4133.0000000
7356,4129.0000000
7375,4126.0000000
7400,4122.0000000
7431,4119.0000000
7632,4118.0000000
7670,4115.0000000
7711,4111.0000000
7760,4098.0000000
7810,4088.0000000
7947,4081.0000000
7998,4076.0000000
8046,4068.0000000
8099,4063.0000000
8154,4057.0000000
8270,4048.0000000
8327,4039.0000000
8385,4033.0000000
8576,4028.0000000
8645,4025.0000000
8717,4019.0000000
8906,4011.0000000
8969,4010.0000000
9042,4009.0000000
9372,4002.0000000
9449,4001.0000000
9550,3998.0000000
9767,3997.0000000
9867,3996.0000000
10037,3994.0000000
10138,3988.0000000
11242,3986.0000000
11354,3982.0000000
11527,3973.0000000
13436,3966.0000000
13566,3965.0000000
15913,3964.0000000
16093,3961.0000000
16262,3952.0000000
16460,3950.0000000
16764,3940.0000000
17440,3936.0000000
17654,3931.0000000
18174,3927.0000000
18365,3924.0000000
18581,3914.0000000
19134,3908.0000000
19311,3900.0000000
20056,3897.0000000
20330,3889.0000000
20517,3883.0000000
21218,3882.0000000
21746,3881.0000000
25046,3873.0000000
25325,3872.0000000
25693,3869.0000000
28779,3868.0000000
29812,3866.0000000
30255,3865.0000000
32432,3861.0000000
33369,3846.0000000
33899,3838.0000000
39306,3836.0000000
40372,3835.0000000
41498,3832.0000000
42573,3828.0000000
43666,3821.0000000
44061,3813.0000000
45278,3810.0000000
45712,3802.0000000
46889,3791.0000000
47329,3785.0000000
47855,3782.0000000
49066,3780.0000000
49500,3779.0000000
51753,3778.0000000
52758,3777.0000000
53742,3776.0000000
